pozo_id,x_m,y_m,profundidad_m,unidad_sintetica,as_ug_l,muestra_aleatoria_50,muestra_preferencial_50
S0398,83105.8,55334.6,48.3,Pampeano profundo,40.6,False,False
S0399,61813.1,45887.8,57.6,Arenas Puelches,27.32,False,False
S0400,60526.9,64721.8,60.0,Arenas Puelches,29.67,False,False
S0401,21800.6,53768.8,40.1,Pampeano profundo,12.97,False,False
S0402,25396.3,66038.4,45.5,Pampeano profundo,14.75,False,False
S0403,39537.7,58370.7,25.0,Pampeano profundo,18.19,False,False
S0404,3387.3,6613.6,36.4,Pampeano profundo,7.77,False,False
S0405,5473.1,37913.8,55.8,Arenas Puelches,4.4,False,False
S0406,66268.2,4896.3,43.9,Pampeano profundo,14.59,False,False
S0407,31647.9,22865.3,46.9,Pampeano profundo,10.88,False,False
S0408,72024.4,22473.4,57.0,Arenas Puelches,9.27,False,False
S0409,7482.6,37453.0,48.3,Pampeano profundo,9.85,False,False
S0410,74013.1,26340.7,47.7,Pampeano profundo,17.79,False,False
S0411,21417.9,18582.5,33.5,Pampeano profundo,10.82,False,False
S0412,86955.2,68799.2,22.1,Pampeano somero,34.27,False,False
S0413,90653.2,4341.6,34.6,Pampeano profundo,19.18,False,False
S0414,68931.3,37033.4,42.2,Pampeano profundo,24.25,False,False
S0415,39428.7,51526.5,50.9,Pampeano profundo,20.42,False,False
S0416,2564.8,15236.6,40.4,Pampeano profundo,9.6,False,False
S0417,76111.3,36597.7,60.5,Arenas Puelches,20.54,False,False
S0418,56281.8,27357.8,29.8,Pampeano profundo,14.2,False,False
S0419,8229.1,68990.0,17.3,Pampeano somero,16.26,False,False
S0420,57073.7,4042.7,51.7,Pampeano profundo,13.32,False,False
S0421,615.6,4861.3,59.0,Arenas Puelches,2.93,False,False
S0422,45137.7,37637.0,45.4,Pampeano profundo,15.68,False,False
S0423,61325.7,56631.0,38.4,Pampeano profundo,36.25,False,False
S0424,80265.9,69862.4,57.9,Arenas Puelches,24.13,False,False
S0425,29060.6,40573.2,58.0,Arenas Puelches,8.21,False,False
S0426,23204.6,77182.0,25.9,Pampeano profundo,13.58,False,True
S0427,33109.4,53667.1,37.5,Pampeano profundo,15.94,False,False
S0428,5919.5,76217.5,50.4,Pampeano profundo,10.45,False,False
S0429,93149.9,68411.4,51.8,Pampeano profundo,27.71,True,False
S0430,88063.5,71632.9,38.7,Pampeano profundo,31.26,False,False
S0431,60213.6,2456.4,41.3,Pampeano profundo,12.77,False,False
S0432,7458.7,70428.6,28.0,Pampeano profundo,12.99,False,False
S0433,8362.8,52607.8,21.2,Pampeano somero,14.3,False,False
S0434,93208.2,11417.3,52.6,Pampeano profundo,20.93,False,False
S0435,12500.0,6690.6,23.7,Pampeano somero,14.88,False,False
S0436,14566.9,9425.0,38.0,Pampeano profundo,11.29,False,False
S0437,78547.0,39146.5,35.9,Pampeano profundo,28.45,False,False
S0438,30153.1,5419.9,46.4,Pampeano profundo,8.96,False,False
S0439,41155.4,33348.5,38.2,Pampeano profundo,14.44,False,False
S0440,41002.3,12987.3,39.4,Pampeano profundo,11.55,False,False
S0441,70006.6,3534.2,27.5,Pampeano profundo,14.88,False,False
S0442,47233.2,8717.4,45.9,Pampeano profundo,11.02,False,False
S0443,81220.5,7035.6,42.0,Pampeano profundo,12.51,False,False
S0444,49593.9,72046.0,33.8,Pampeano profundo,19.53,False,False
S0445,29046.0,52709.4,45.9,Pampeano profundo,12.85,False,False
S0446,19457.7,51088.5,50.6,Pampeano profundo,12.59,False,False
S0447,75501.3,78404.2,66.5,Arenas Puelches,16.82,True,False
S0448,21950.8,44687.5,42.3,Pampeano profundo,11.09,True,False
S0449,60890.8,74660.6,47.4,Pampeano profundo,22.63,False,False
S0450,60140.4,52254.9,33.4,Pampeano profundo,34.56,False,False
S0451,96324.8,35791.3,40.9,Pampeano profundo,21.12,False,False
S0452,8962.1,55934.6,52.4,Pampeano profundo,10.38,False,False
S0453,20752.0,34538.6,34.6,Pampeano profundo,10.31,False,False
S0454,66155.3,15396.0,67.0,Arenas Puelches,8.23,False,False
S0455,33089.9,4425.0,26.7,Pampeano profundo,10.19,False,True
S0456,12858.3,73909.5,37.3,Pampeano profundo,14.44,False,False
S0457,89536.9,29358.5,46.1,Pampeano profundo,18.34,False,False
S0458,73147.6,67016.6,38.4,Pampeano profundo,33.61,False,True
S0459,22255.2,34721.1,36.7,Pampeano profundo,11.14,False,False
S0460,9521.0,5367.6,36.6,Pampeano profundo,9.88,False,False
S0461,84241.2,44510.6,49.9,Pampeano profundo,31.6,False,False
S0462,56996.2,7077.8,43.6,Pampeano profundo,13.15,False,False
S0463,92957.9,58080.2,61.3,Arenas Puelches,25.65,False,False
S0464,51718.2,31343.6,73.8,Arenas Puelches,12.02,False,False
S0465,23087.8,63961.0,49.5,Pampeano profundo,12.76,False,False
S0466,13356.2,8285.4,44.2,Pampeano profundo,7.86,False,False
S0467,41791.3,2115.3,31.0,Pampeano profundo,11.01,True,False
S0468,68401.7,9840.7,39.6,Pampeano profundo,12.99,False,False
S0469,430.0,75359.2,17.6,Pampeano somero,16.83,False,False
S0470,39535.2,21958.4,48.4,Pampeano profundo,14.1,False,False
S0471,40382.8,47107.7,25.0,Pampeano profundo,16.42,False,False
S0472,67101.1,31218.9,54.1,Pampeano profundo,20.82,False,False
S0473,19496.2,17295.2,31.2,Pampeano profundo,10.48,False,False
S0474,87607.1,12724.9,52.8,Pampeano profundo,15.1,False,False
S0475,32508.8,47513.0,48.1,Pampeano profundo,16.14,False,False
S0476,82680.8,37120.5,25.3,Pampeano profundo,24.45,False,False
S0477,82762.3,76749.7,38.4,Pampeano profundo,22.64,False,False
S0478,88488.0,66358.3,52.9,Pampeano profundo,28.35,False,True
S0479,25882.9,65587.8,46.8,Pampeano profundo,14.55,False,False
S0480,83986.6,5291.2,57.7,Arenas Puelches,8.9,False,False
S0481,23050.7,36125.0,36.7,Pampeano profundo,10.38,False,False
S0482,39944.3,263.7,41.7,Pampeano profundo,12.61,False,False
S0483,17768.3,67904.9,61.5,Arenas Puelches,7.42,False,False
S0484,48413.1,20486.3,46.2,Pampeano profundo,12.6,False,False
S0485,7519.4,34288.9,48.8,Pampeano profundo,8.83,False,False
S0486,95684.2,18889.7,46.3,Pampeano profundo,16.7,False,False
S0487,1299.7,7044.2,20.1,Pampeano somero,12.07,False,False
S0488,49659.6,76688.5,49.6,Pampeano profundo,18.08,False,False
S0489,83809.5,45322.7,54.6,Pampeano profundo,32.76,False,False
S0490,13251.5,36760.5,50.9,Pampeano profundo,10.18,False,False
S0491,59710.2,62094.8,34.4,Pampeano profundo,33.28,False,False
S0492,53108.3,39136.4,35.9,Pampeano profundo,21.62,False,False
S0493,75753.7,67748.4,21.2,Pampeano somero,36.77,False,True
S0494,69859.5,64822.9,53.1,Pampeano profundo,35.38,False,True
S0495,82501.3,1838.3,57.7,Arenas Puelches,10.44,False,False
S0496,79328.4,39146.0,39.5,Pampeano profundo,27.7,False,False
S0497,58286.0,2900.0,39.7,Pampeano profundo,13.76,False,False
S0498,34996.4,30957.1,39.6,Pampeano profundo,15.35,False,False
S0499,10742.8,29594.0,58.4,Arenas Puelches,7.49,False,False
S0500,16381.8,63907.4,50.8,Pampeano profundo,13.2,False,False
S0501,87120.8,18338.1,62.1,Arenas Puelches,10.98,False,False
S0502,26650.1,47025.0,39.4,Pampeano profundo,14.27,False,False
S0503,89403.1,37309.8,43.4,Pampeano profundo,22.43,False,False
S0504,30608.6,66104.4,54.9,Pampeano profundo,14.04,False,False
S0505,5725.7,64982.2,18.8,Pampeano somero,15.49,False,False
S0506,28999.7,5300.7,47.6,Pampeano profundo,9.74,False,False
S0507,38465.1,63821.3,27.0,Pampeano profundo,15.67,False,False
S0508,10368.0,11950.7,48.7,Pampeano profundo,9.6,False,False
S0509,42976.1,52748.4,49.2,Pampeano profundo,18.08,False,False
S0510,79794.3,5323.1,36.9,Pampeano profundo,12.76,False,False
S0511,41382.0,6443.8,45.6,Pampeano profundo,12.83,False,False
S0512,49373.4,74980.3,30.3,Pampeano profundo,18.89,False,False
S0513,99877.3,68815.3,37.4,Pampeano profundo,23.81,False,False
S0514,21532.0,36501.6,35.8,Pampeano profundo,10.89,False,False
S0515,54391.5,16677.8,35.4,Pampeano profundo,13.65,False,False
S0516,98775.6,17949.8,61.7,Arenas Puelches,10.97,False,False
S0517,49572.4,23235.5,69.0,Arenas Puelches,7.74,False,False
S0518,59141.9,28092.2,45.1,Pampeano profundo,15.23,False,False
S0519,54670.6,5483.1,44.5,Pampeano profundo,15.67,False,False
S0520,11526.9,26032.2,48.3,Pampeano profundo,8.74,False,False
S0521,71613.6,3922.4,42.7,Pampeano profundo,16.4,False,False
S0522,91207.4,4397.2,54.3,Pampeano profundo,14.06,False,False
S0523,92657.6,69410.1,26.5,Pampeano profundo,24.24,False,False
S0524,58666.9,54376.0,36.6,Pampeano profundo,36.37,False,False
S0525,35251.1,60945.8,23.6,Pampeano somero,21.13,False,False
S0526,67551.0,54508.8,23.0,Pampeano somero,46.92,False,False
S0527,94461.7,25201.0,60.6,Arenas Puelches,11.32,False,False
S0528,97813.6,53251.5,46.0,Pampeano profundo,27.56,False,False
S0529,28295.5,70464.3,60.1,Arenas Puelches,7.43,False,False
S0530,93568.7,74134.7,67.1,Arenas Puelches,17.93,False,False
S0531,73028.9,32868.1,45.8,Pampeano profundo,21.06,False,False
S0532,87183.7,70555.9,43.3,Pampeano profundo,29.48,False,True
S0533,16748.1,59576.5,30.8,Pampeano profundo,12.1,False,False
S0534,97624.7,17140.8,20.3,Pampeano somero,23.61,False,False
S0535,75351.8,45066.2,40.5,Pampeano profundo,35.51,False,True
S0536,16651.7,22537.4,36.5,Pampeano profundo,9.21,False,False
S0537,54012.1,16681.8,36.2,Pampeano profundo,11.72,False,False
S0538,11153.3,39796.9,27.5,Pampeano profundo,10.55,True,False
S0539,72458.8,50198.3,45.5,Pampeano profundo,42.75,False,False
S0540,59518.1,2053.3,40.5,Pampeano profundo,13.3,False,False
S0541,57828.7,24814.0,46.4,Pampeano profundo,14.12,False,False
S0542,84722.9,30933.6,36.1,Pampeano profundo,19.33,False,False
S0543,76972.9,18238.4,69.6,Arenas Puelches,9.72,False,False
S0544,9171.5,57365.9,45.4,Pampeano profundo,10.74,False,False
S0545,76213.9,18024.1,45.0,Pampeano profundo,16.12,False,False
S0546,54146.6,47225.9,34.9,Pampeano profundo,27.24,False,False
S0547,18878.1,66236.9,28.4,Pampeano profundo,13.04,False,False
S0548,34717.9,74211.8,51.4,Pampeano profundo,14.92,False,False
S0549,50919.4,14057.5,39.0,Pampeano profundo,11.48,False,False
S0550,85884.6,18177.6,48.7,Pampeano profundo,15.88,False,False
S0551,88190.3,21776.8,53.3,Pampeano profundo,15.46,False,False
S0552,10210.2,27303.2,32.5,Pampeano profundo,9.75,False,False
S0553,44215.4,22511.2,46.1,Pampeano profundo,13.12,False,False
S0554,84352.9,56287.2,25.6,Pampeano profundo,36.54,False,False
S0555,60236.4,37732.2,33.4,Pampeano profundo,22.13,False,False
S0556,85516.2,4059.0,24.8,Pampeano somero,20.0,True,False
S0557,59726.0,16153.4,40.0,Pampeano profundo,13.32,False,False
S0558,22303.6,19961.5,35.3,Pampeano profundo,12.17,False,False
S0559,50285.3,61771.9,64.8,Arenas Puelches,19.01,False,False
S0560,51515.5,10487.3,34.5,Pampeano profundo,15.25,False,False
S0561,89407.8,7566.3,50.1,Pampeano profundo,16.13,False,False
S0562,35575.2,50793.9,46.9,Pampeano profundo,13.83,True,False
S0563,23499.0,6805.7,57.2,Arenas Puelches,4.16,False,False
S0564,74885.8,56223.9,52.0,Pampeano profundo,42.5,False,False
S0565,41958.1,14304.5,51.6,Pampeano profundo,11.56,False,False
S0566,48435.1,50588.2,64.9,Arenas Puelches,17.48,True,False
S0567,97658.6,27848.7,29.3,Pampeano profundo,16.24,False,False
S0568,67464.5,6182.9,38.7,Pampeano profundo,13.04,False,False
S0569,67184.9,55891.0,41.1,Pampeano profundo,40.94,False,False
S0570,93388.8,253.5,48.0,Pampeano profundo,16.0,False,False
S0571,71629.5,60259.8,38.5,Pampeano profundo,41.1,False,False
S0572,95477.2,72279.9,61.8,Arenas Puelches,16.74,False,False
S0573,63330.3,16791.3,37.7,Pampeano profundo,15.0,False,False
S0574,58741.5,38651.9,36.8,Pampeano profundo,22.82,False,False
S0575,28422.6,57550.7,46.4,Pampeano profundo,14.73,True,False
S0576,23079.6,24075.7,31.4,Pampeano profundo,10.04,False,False
S0577,53150.2,47831.7,31.3,Pampeano profundo,25.92,False,False
S0578,5905.6,2386.2,22.6,Pampeano somero,13.27,False,False
S0579,16828.8,25714.6,37.9,Pampeano profundo,11.22,False,True
S0580,70836.9,23494.7,58.1,Arenas Puelches,11.38,False,False
S0581,67901.1,53608.7,55.1,Arenas Puelches,35.18,False,False
S0582,2834.3,49986.7,43.1,Pampeano profundo,11.43,False,False
S0583,16316.5,54654.8,40.8,Pampeano profundo,10.63,False,False
S0584,61782.4,70236.9,38.1,Pampeano profundo,26.01,False,False
S0585,40765.4,74868.0,41.1,Pampeano profundo,14.18,False,False
S0586,58896.6,8322.3,29.8,Pampeano profundo,14.96,False,False
S0587,12870.2,51016.4,40.8,Pampeano profundo,13.5,False,False
S0588,86248.6,27197.9,59.7,Arenas Puelches,12.34,False,False
S0589,25893.5,25422.7,21.1,Pampeano somero,15.53,False,False
S0590,37440.4,66124.6,57.7,Arenas Puelches,10.7,False,False
S0591,44937.0,42308.7,16.9,Pampeano somero,21.67,False,False
S0592,59282.9,35460.0,35.2,Pampeano profundo,21.12,False,False
S0593,98051.9,15370.5,36.2,Pampeano profundo,17.04,False,False
S0594,20942.9,59215.4,31.3,Pampeano profundo,11.56,False,False
S0595,16238.5,69407.0,35.0,Pampeano profundo,12.16,False,False
S0596,14533.7,53348.9,54.1,Pampeano profundo,10.63,False,False
S0597,77473.3,57688.5,34.6,Pampeano profundo,42.92,False,False
S0598,38245.6,8759.7,30.8,Pampeano profundo,10.21,True,False
S0599,92696.7,25304.4,39.5,Pampeano profundo,16.74,False,False
S0600,6655.9,37512.5,31.5,Pampeano profundo,12.19,False,False
S0601,53155.6,62502.2,36.0,Pampeano profundo,27.17,False,False
S0602,75723.6,7849.3,30.4,Pampeano profundo,19.43,False,False
S0603,50708.5,16576.3,46.4,Pampeano profundo,13.71,False,False
S0604,40659.9,76136.0,40.5,Pampeano profundo,17.3,False,False
S0605,81151.6,11432.2,58.9,Arenas Puelches,10.7,False,False
S0606,50910.4,58599.1,58.1,Arenas Puelches,20.38,False,False
S0607,90653.7,32821.9,29.4,Pampeano profundo,21.48,False,True
S0608,23860.3,70132.9,59.0,Arenas Puelches,6.7,False,False
S0609,59845.6,5478.3,50.6,Pampeano profundo,11.32,False,False
S0610,63447.9,58909.5,60.1,Arenas Puelches,33.46,False,False
S0611,90713.1,75999.1,47.0,Pampeano profundo,23.88,False,False
S0612,9325.6,56073.8,46.1,Pampeano profundo,12.75,False,False
S0613,80572.0,29107.1,53.7,Pampeano profundo,19.59,False,False
S0614,68349.0,77367.3,61.6,Arenas Puelches,17.79,False,False
S0615,86060.9,64202.6,40.3,Pampeano profundo,32.15,False,False
S0616,60885.9,54273.5,37.4,Pampeano profundo,37.24,False,False
S0617,45377.3,21410.1,39.7,Pampeano profundo,14.09,False,False
S0618,79632.6,60262.4,63.1,Arenas Puelches,34.13,False,False
S0619,28418.4,72520.6,59.1,Arenas Puelches,9.21,False,False
S0620,5541.8,51097.4,24.7,Pampeano somero,17.07,True,False
S0621,74996.5,30682.5,52.8,Pampeano profundo,22.05,False,False
S0622,81237.4,78417.4,46.8,Pampeano profundo,24.32,False,False
S0623,82867.9,4691.4,44.6,Pampeano profundo,15.79,False,False
S0624,44768.9,25742.6,49.3,Pampeano profundo,16.23,False,False
S0625,73267.4,76970.9,68.6,Arenas Puelches,17.83,False,False
S0626,71364.3,49538.3,53.2,Pampeano profundo,43.31,False,False
S0627,28854.9,7813.7,35.6,Pampeano profundo,10.43,False,False
S0628,76553.9,44902.5,39.3,Pampeano profundo,33.91,False,False
S0629,96419.1,79860.2,55.3,Arenas Puelches,15.51,False,False
S0630,35210.4,74344.7,45.1,Pampeano profundo,14.84,False,False
S0631,27344.6,24722.1,54.6,Pampeano profundo,9.74,False,False
S0632,58385.8,19939.8,61.5,Arenas Puelches,8.87,False,False
S0633,87781.0,21480.9,51.4,Pampeano profundo,14.67,False,False
S0634,60829.2,17466.5,52.4,Pampeano profundo,16.84,False,False
S0635,97004.8,15497.2,69.6,Arenas Puelches,10.91,False,False
S0636,92261.4,24278.2,64.5,Arenas Puelches,12.03,False,False
S0637,71072.0,62855.3,35.6,Pampeano profundo,40.1,False,False
S0638,70689.4,42180.9,29.2,Pampeano profundo,32.14,True,True
S0639,17805.4,17911.8,23.7,Pampeano somero,13.68,False,False
S0640,34104.9,66900.0,20.9,Pampeano somero,18.04,False,False
S0641,81014.6,34862.0,52.3,Pampeano profundo,24.15,False,False
S0642,40045.6,12293.4,27.7,Pampeano profundo,12.61,False,False
S0643,22805.7,50169.5,48.8,Pampeano profundo,11.44,False,False
S0644,6312.3,4278.6,28.8,Pampeano profundo,6.77,False,False
S0645,22304.6,1788.0,52.0,Pampeano profundo,10.0,False,False
S0646,57711.3,62436.6,52.4,Pampeano profundo,31.06,False,False
S0647,92413.7,24642.0,50.8,Pampeano profundo,17.98,False,False
S0648,39152.1,49590.0,48.0,Pampeano profundo,15.83,True,False
S0649,78953.5,35650.8,31.8,Pampeano profundo,22.6,False,False
S0650,12879.5,79513.9,9.7,Pampeano somero,16.34,False,False
S0651,82273.6,7029.0,40.9,Pampeano profundo,15.74,False,False
S0652,92753.3,78792.5,54.0,Pampeano profundo,22.57,False,False
S0653,50256.1,55563.8,27.9,Pampeano profundo,25.43,False,False
S0654,45477.5,79765.9,50.8,Pampeano profundo,15.39,False,False
S0655,90811.0,14840.7,55.6,Arenas Puelches,9.22,True,False
S0656,22781.9,23556.2,41.7,Pampeano profundo,12.42,False,False
S0657,92062.7,9441.0,51.6,Pampeano profundo,14.99,False,False
S0658,91750.0,79174.6,47.4,Pampeano profundo,20.19,False,True
S0659,95754.6,23369.1,50.7,Pampeano profundo,16.04,False,True
S0660,89112.7,19846.1,32.9,Pampeano profundo,15.72,False,False
S0661,52573.5,43486.7,56.4,Arenas Puelches,18.92,False,False
S0662,68176.7,70711.8,49.7,Pampeano profundo,28.85,False,False
S0663,53299.6,43623.8,50.3,Pampeano profundo,26.26,False,False
S0664,30174.7,1216.8,32.0,Pampeano profundo,11.09,False,False
S0665,99064.0,26004.1,31.4,Pampeano profundo,17.9,False,False
S0666,2497.1,50485.8,52.5,Pampeano profundo,12.08,False,False
S0667,25152.8,38183.4,22.7,Pampeano somero,15.38,False,False
S0668,92864.5,17084.7,44.5,Pampeano profundo,16.23,False,False
S0669,95230.9,27989.2,47.4,Pampeano profundo,19.01,False,False
S0670,27881.5,34222.0,43.7,Pampeano profundo,12.79,False,False
S0671,99978.3,883.0,53.3,Pampeano profundo,15.27,False,False
S0672,81264.4,49855.5,46.9,Pampeano profundo,36.69,False,False
S0673,77685.9,68076.5,29.5,Pampeano profundo,31.0,False,False
S0674,57184.5,13367.3,40.9,Pampeano profundo,13.65,False,False
S0675,39427.2,63455.1,41.0,Pampeano profundo,16.81,False,False
S0676,924.1,31795.7,43.9,Pampeano profundo,8.85,False,False
S0677,36558.1,21119.4,44.6,Pampeano profundo,11.83,False,False
S0678,37478.4,45978.8,55.5,Arenas Puelches,10.21,False,False
S0679,8148.8,14310.1,48.4,Pampeano profundo,8.38,False,False
S0680,8450.4,24446.0,23.1,Pampeano somero,15.46,False,False
S0681,26336.9,65069.3,41.3,Pampeano profundo,11.73,False,False
S0682,49435.3,34958.6,48.6,Pampeano profundo,15.65,False,False
S0683,77412.0,77025.9,40.6,Pampeano profundo,22.47,False,False
S0684,58887.9,21849.1,62.6,Arenas Puelches,8.86,False,False
S0685,54096.3,19014.3,37.3,Pampeano profundo,14.11,False,False
S0686,79659.7,42867.2,31.4,Pampeano profundo,31.23,False,False
S0687,84800.1,64774.1,26.2,Pampeano profundo,32.86,True,False
S0688,43984.4,63654.4,37.1,Pampeano profundo,20.82,False,False
S0689,60716.7,18953.6,39.1,Pampeano profundo,17.22,False,False
S0690,92127.3,15687.8,44.0,Pampeano profundo,17.17,False,True
S0691,7981.0,26600.3,11.8,Pampeano somero,13.87,False,False
S0692,60890.7,32166.8,44.9,Pampeano profundo,17.69,True,True
S0693,77651.3,15083.7,60.6,Arenas Puelches,8.0,False,False
S0694,42733.3,14093.0,34.9,Pampeano profundo,11.13,False,False
S0695,74994.2,59339.5,53.8,Pampeano profundo,41.47,True,False
S0696,84003.7,24570.7,40.2,Pampeano profundo,16.56,False,False
S0697,76434.4,74230.5,36.9,Pampeano profundo,29.99,False,False
S0698,53680.7,42701.8,60.3,Arenas Puelches,17.44,False,False
S0699,72437.0,2664.0,55.1,Arenas Puelches,7.98,False,False
S0700,70933.6,57552.7,56.9,Arenas Puelches,35.41,False,False
S0701,38336.6,14467.9,70.4,Arenas Puelches,8.26,False,False
S0702,2126.7,33153.1,38.1,Pampeano profundo,8.57,False,False
S0703,94971.7,34906.8,49.1,Pampeano profundo,18.73,False,False
S0704,46769.5,3451.4,45.3,Pampeano profundo,11.4,False,False
S0705,29850.7,72520.6,58.8,Arenas Puelches,11.04,False,False
S0706,25053.2,22481.0,52.3,Pampeano profundo,14.51,False,False
S0707,39949.3,48345.0,32.1,Pampeano profundo,16.57,False,False
S0708,57788.0,20460.9,35.1,Pampeano profundo,14.73,False,False
S0709,51775.7,46978.3,48.7,Pampeano profundo,24.36,False,False
S0710,38219.5,68180.9,48.7,Pampeano profundo,15.54,False,False
S0711,7776.9,14408.5,44.6,Pampeano profundo,8.34,False,False
S0712,98075.8,33678.5,56.4,Arenas Puelches,17.03,False,False
S0713,1571.2,42040.1,35.9,Pampeano profundo,8.78,False,False
S0714,91976.6,8329.7,56.4,Arenas Puelches,8.81,False,False
S0715,3178.6,47681.0,46.1,Pampeano profundo,8.8,False,False
S0716,50542.7,79951.3,33.3,Pampeano profundo,16.46,False,True
S0717,78546.8,64568.7,32.3,Pampeano profundo,36.24,False,False
S0718,66357.6,41480.3,48.8,Pampeano profundo,29.46,False,False
S0719,70574.2,16229.4,41.6,Pampeano profundo,14.66,False,False
S0720,9749.2,8561.0,21.9,Pampeano somero,14.09,False,False
S0721,86405.2,70132.0,57.7,Arenas Puelches,21.99,False,False
S0722,64982.6,59064.1,50.9,Pampeano profundo,39.9,False,False
S0723,94175.4,61492.1,66.0,Arenas Puelches,22.01,False,True
S0724,99524.9,37445.9,49.3,Pampeano profundo,19.25,False,False
S0725,75464.2,3809.0,48.0,Pampeano profundo,15.32,False,False
S0726,80515.4,45767.0,30.3,Pampeano profundo,34.85,False,False
S0727,96103.1,40495.0,66.5,Arenas Puelches,15.54,False,True
S0728,71932.3,3552.1,54.0,Pampeano profundo,13.12,False,False
S0729,61170.0,30885.6,56.1,Arenas Puelches,13.99,False,False
S0730,52695.6,51898.1,41.3,Pampeano profundo,30.28,False,False
S0731,52283.2,10695.1,43.5,Pampeano profundo,13.33,False,False
S0732,63995.3,21644.2,49.6,Pampeano profundo,15.22,False,False
S0733,62467.9,17964.3,36.4,Pampeano profundo,15.52,False,False
S0734,141.4,59175.5,28.6,Pampeano profundo,11.64,False,False
S0735,14925.6,30876.9,63.7,Arenas Puelches,6.97,False,False
S0736,41676.2,51331.0,47.0,Pampeano profundo,17.28,False,False
S0737,28759.2,31950.7,33.1,Pampeano profundo,11.42,False,False
S0738,67451.7,34266.4,28.9,Pampeano profundo,21.06,True,False
S0739,99066.5,9879.1,35.6,Pampeano profundo,17.7,True,False
S0740,26583.9,34287.9,45.0,Pampeano profundo,10.73,False,False
S0741,81069.5,79875.9,36.1,Pampeano profundo,20.61,False,False
S0742,37136.4,60152.2,29.3,Pampeano profundo,19.49,False,False
S0743,72379.4,55397.1,44.0,Pampeano profundo,41.65,False,False
S0744,8874.1,64580.2,43.2,Pampeano profundo,10.56,False,False
S0745,62393.3,5074.1,60.7,Arenas Puelches,7.91,False,False
S0746,52057.3,63988.3,34.2,Pampeano profundo,25.02,False,False
S0747,82908.0,63589.8,39.4,Pampeano profundo,36.55,False,False
S0748,11856.4,52787.7,43.7,Pampeano profundo,11.63,True,False
S0749,52173.8,73150.5,38.2,Pampeano profundo,19.3,False,False
S0750,86336.5,5054.1,58.2,Arenas Puelches,10.96,False,False
S0751,69475.0,7181.7,40.5,Pampeano profundo,13.25,False,False
S0752,16075.2,73721.2,23.8,Pampeano somero,16.36,False,False
S0753,85336.2,32843.1,39.5,Pampeano profundo,21.71,False,False
S0754,23099.0,75625.8,21.9,Pampeano somero,18.25,False,False
S0755,7370.0,38075.3,32.3,Pampeano profundo,9.96,False,False
S0756,8488.2,34719.9,44.6,Pampeano profundo,8.9,False,False
S0757,78425.2,64525.2,47.8,Pampeano profundo,36.18,False,False
S0758,84036.2,37180.9,46.5,Pampeano profundo,23.47,False,False
S0759,88063.8,14253.0,33.0,Pampeano profundo,16.53,False,False
S0760,75439.0,34347.9,37.7,Pampeano profundo,22.87,False,False
S0761,89402.8,16585.8,43.8,Pampeano profundo,15.64,False,False
S0762,92760.2,72351.4,51.9,Pampeano profundo,24.49,False,False
S0763,53716.3,68169.8,74.5,Arenas Puelches,18.81,False,False
S0764,63225.9,10038.0,37.1,Pampeano profundo,13.84,False,False
S0765,95343.8,27666.7,60.5,Arenas Puelches,11.99,False,False
S0766,51419.8,64973.6,30.0,Pampeano profundo,24.55,False,False
S0767,24074.6,1888.3,28.2,Pampeano profundo,11.03,False,False
S0768,93861.8,255.1,25.3,Pampeano profundo,13.69,False,False
S0769,5067.7,14836.2,28.9,Pampeano profundo,8.17,False,False
S0770,58334.6,74471.4,57.2,Arenas Puelches,17.25,False,False
S0771,92945.6,38517.6,48.5,Pampeano profundo,22.38,False,False
S0772,74436.2,13986.0,61.2,Arenas Puelches,10.03,False,False
S0773,60548.2,17072.1,38.9,Pampeano profundo,15.36,False,False
S0774,48643.7,10881.8,56.3,Arenas Puelches,7.14,False,False
S0775,27257.1,45872.4,34.2,Pampeano profundo,12.94,False,False
S0776,56333.6,16119.4,55.0,Arenas Puelches,8.61,False,False
S0777,73858.5,49587.6,66.1,Arenas Puelches,36.79,False,False
S0778,56121.4,78194.8,41.6,Pampeano profundo,20.27,True,False
S0779,76639.2,49533.7,30.6,Pampeano profundo,42.27,False,False
S0780,96711.6,18841.2,71.3,Arenas Puelches,13.09,False,True
S0781,63941.8,13122.7,34.9,Pampeano profundo,12.86,False,False
S0782,70787.8,22546.8,39.3,Pampeano profundo,16.02,False,False
S0783,84928.5,38435.8,44.1,Pampeano profundo,26.9,False,False
S0784,55316.8,17038.0,55.2,Arenas Puelches,8.25,False,False
S0785,28835.0,575.4,49.4,Pampeano profundo,8.1,True,False
S0786,79349.4,63275.7,55.0,Arenas Puelches,35.18,False,False
S0787,82483.1,44861.3,44.2,Pampeano profundo,33.43,False,False
S0788,97987.3,58136.7,47.1,Pampeano profundo,26.35,False,False
S0789,2119.2,31685.9,47.8,Pampeano profundo,9.54,False,False
S0790,50703.1,18157.7,63.7,Arenas Puelches,6.93,False,False
S0791,6124.0,48622.9,23.4,Pampeano somero,15.16,False,False
S0792,49628.6,33354.9,58.7,Arenas Puelches,10.69,False,False
S0793,47745.2,22459.1,55.0,Arenas Puelches,7.09,False,False
S0794,21977.0,68121.4,48.3,Pampeano profundo,12.56,False,False
S0795,99918.1,77682.9,41.4,Pampeano profundo,20.99,False,False
S0796,74283.5,62704.5,47.9,Pampeano profundo,40.55,False,False
